dex_number,name,type_01,type_02,ability_01,ability_02,hidden_ability,egg_group_01,egg_group_02,is_legendary,bio,hp,attack,defense,sp_attack,sp_defense,speed
#0865,Sirfetch'd,Fighting,,Steadfast,,Scrappy,Flying, Field,False,"Sirfetch'd is a Fighting-type Pokémon introduced in Generation VIII. It evolves from Galarian Farfetch'd after landing three critical hits in a single battle. Sirfetch'd is an avian Pokémon that resembles a white duck, standing no taller than its pre-evolved form Farfetch'd and retaining its yellow beak, legs, webbed feet, brown eyes, black eyebrow-like marking, and its stubby tail. It has a crest on its head, consisting of three feathers standing upright. Its wings serve as humanoid hands, with the feathers at the end resembling fingers. It carries a massive leek in two parts, wielding the long, sharpened stalk as a lance and using the hard leaves as a shield. It is said that Sirfetch'd's evolution was attained by Farfetch'd who have experienced and survived many battles. Sirfetch'd is known to be calm and collected, preferring to fight fairly. Due to its noble nature, Sirfetch'd is often chosen as a motif for paintings; one famous painting in the Galar region shows a Sirfetch'd dueling with an Escavalier. The leek it carries is its most prized possession; it is used as both weapon and food, and maintained for many years. Once the leek finally withers, Sirfetch'd will retire from battle for good. Sirfetch'd and its pre-evolved form are the only known Pokémon capable of using the Leek item. Sirfetch'd is the only known Pokémon capable of learning the move Meteor Assault. Sirfetch'd evolves from Galarian Farfetch'd.",62,135,95,68,82,65
#0866,Mr. Rime,Ice, Psychic,Tangled, Screen,Ice Body,Human-Like,,False,"Mr. Rime is a dual-type Ice/Psychic Pokémon introduced in Generation VIII. It evolves from Galarian Mr. Mime starting at level 42. It is the final form of Mime Jr. in the Galar region. Mr. Rime is a bipedal, humanoid Pokémon. Like its pre-evolved form Mr. Mime, it has growths resembling clown hair, but they are now black rather than blue and they cover the top of its head, resembling a bowler hat. It has yellow eyes and a moustache that covers its mouth. Its black-and-white torso resembles a coat or tuxedo and a face, with yellow shirt studs for its ""eyes"", a red lump as its ""nose"", and a white cummerbund for its ""mouth"". While its actual face remains almost expressionless, the features on its torso will change to convey emotions. Its lower body is blue and it has black and blue feet that resemble large shoes, presumably capped with ice. It has black spherical shoulders and blue arms with white, mitten-like hands. It always carries a blue formal cane made of ice. Mr. Rime is highly skilled in tap dancing and waves its ice cane while it moves gracefully. It is popular due to its amusing movements and has been known to influence the Mime Jr. of the Galar region to learn its dancing steps, leading them to evolve into Galarian Mr. Mime. It can release psychic powers through the pattern on its belly. Mr. Rime and its pre-evolution, Galarian Mr. Mime, are the only known Pokémon that can have Screen Cleaner as an Ability. Mr. Rime evolves from Galarian Mr. Mime and is the final form of Mime Jr.",80,85,75,110,100,70
#0867,Runerigus,Ground, Ghost,Wandering,,,Mineral, Amorphous,False,Runerigus is a dual-type Ground/Ghost Pokémon introduced in Generation VIII. It evolves from Galarian Yamask when the player travels under the large rock arch in Dusty Bowl after Yamask takes at least 49 HP in damage from attacks without fainting.,58,95,145,50,105,30
#0868,Milcery,Fairy,,Sweet,,Aroma Veil,Fairy, Amorphous,False,"Milcery is a Fairy-type Pokémon introduced in Generation VIII. It evolves into Alcremie while holding a Sweet when the player spins and strikes a pose or gets dizzy. The form it evolves into depends on the time of day, the length of the spin, and whether the Trainer was spinning clockwise or counterclockwise. Its appearance is further determined by the type of Sweet that is held. Milcery evolves into:",45,40,40,50,61,34
#0869,Alcremie,Fairy,,Sweet,,Aroma Veil,Fairy, Amorphous,False,"Alcremie is a Fairy-type Pokémon introduced in Generation VIII. It evolves from Milcery while holding a Sweet when the player spins and strikes a pose or gets dizzy. The form it takes upon evolving depends on the time of day, the length of the spin, and whether the Trainer was spinning clockwise or counterclockwise. Its appearance is further determined by the type of Sweet that is held. Milcery evolves into:",65,60,75,110,121,64
#0870,Falinks,Fighting,,Battle,,Defiant,Fairy, Mineral,False,"Falinks is a Fighting-type Pokémon introduced in Generation VIII. It is not known to evolve into or from any other Pokémon. Falinks is a group of small, bipedal Pokémon. A single Falinks is a formation of six individuals, similar to Exeggcute. It consists of five troopers and a leader, known as ""the brass"". Falinks usually march in a single file line headed by the brass, giving their formation the appearance of a caterpillar. This formation is known as the Column formation. However, Falinks occasionally break their formation to attack. The six members rely on teamwork as their strategy to win battles, and constantly change formation when they fight. The five troopers follow their brass loyally, and the brass's orders are considered absolute by them. Falinks are capable of fitting into small holes, as shown in Route 8, where they can be seen marching and charging through small caves and crevices. In the anime, the six individual Falinks are shown to occasionally stand upon one another to execute certain moves. In Pokémon UNITE, it is shown that the brass may also dispatch troopers to attack on their own, with this strategy being known as the Dispatch formation. An individual Falinks trooper has a black, spherical body with two stout, trunk-like legs. They also have blue, ovular eyes which can either be interpreted as being white or glowing slightly from their dark body. Each trooper has a golden, armored shell resembling a Spartan helmet that covers their dorsal half. This shell is topped with a red horn that continues into a small crest. The lateral sides of the trooper are protected by two horned plates resembling shields. Each of these shields features a red, central horn ringed in white. Each trooper also has a small red horn on their posterior resembling a tail. The Falinks brass is the largest, strongest, and most intelligent out of the six members. It has a larger crest with an extendable horn it uses to attack and issue orders. The horn is supported by a golden anterior strut absent in the troopers. The brass's golden shell extends to the ventral half of its body. Unlike its troopers, the brass's lateral shields can be opposed. The brass's shields are often chipped or nicked. When Falinks is marching in formation, the brass holds its two shields in front of its face. Falinks is the only known Pokémon capable of learning the move No Retreat.",65,100,100,70,60,75
#0871,Pincurchin,Electric,,Lightning,,Electric Surge,Water 1, Amorphous,False,"Pincurchin is an Electric-type Pokémon introduced in Generation VIII. It is not known to evolve into or from any other Pokémon. Pincurchin is a marine, sea urchin-like Pokémon with a black body. Its face has two yellow eyes with black, triangle-shaped pupils on each of them, and two yellow circular mouthparts. A line of sharp spines runs down its back, along with two other lines of two spines each on the side of its body. Each spine has a grayish tip which glows yellow when electric current runs through it. Pincurchin has five hard teeth, which it uses to feed on seaweed by scraping them off rocks and other surfaces. As its food digests, Pincurchin generates electricity, which it stores in its spines. If one of the spines gets broken off, it will continue to emit electricity for approximately three hours. Pincurchin's yellow mouthparts, in contrast, do not conduct electricity. Pincurchin has a timid and easily frightened disposition and will discharge electricity when startled. This serves well as protection against its natural predator Mareanie. In Generation IX, Zing Zap is its signature move. Additionally, in Generation IX, Pincurchin is the only known Pokémon that can have Electric Surge as an Ability.",48,101,95,91,85,15
#0872,Snom,Ice, Bug,Shield,,Ice Scales,Bug,,False,"Snom is a dual-type Ice/Bug Pokémon introduced in Generation VIII. It evolves into Frosmoth when leveled up with high friendship at night. Snom is a small, larval Pokémon. Most of its round white body is covered by a translucent shell of icy spikes. Its exposed head features two black eyes and round mouthparts. Four short legs are located underneath its body. Snom anchors itself to branches with frigid thread it extrudes from its mouth to disguise itself as an icicle while sleeping. Snom consumes snow that has piled up on the ground, and prefers soft, fresh snow; it will climb its way up a mountain eating through its snow. Snom's internal organs amplify the cold air from the snow it consumes, which it uses to create the spikes on its back. The more snow it eats, the larger and more impressive the spikes grow. As shown in Pokémon Camp, Snom are known to be voracious eaters, only being satisfied with heaping amounts of food. If it is startled, it will quickly burrow into the snow. Snom and its evolution, Frosmoth, are the only known Pokémon that can have Ice Scales as an Ability. Snom evolves into Frosmoth.",30,25,35,45,30,20
#0873,Frosmoth,Ice, Bug,Shield,,Ice Scales,Bug,,False,"Frosmoth is a dual-type Ice/Bug Pokémon introduced in Generation VIII. It evolves from Snom when leveled up with high friendship at night. Frosmoth is a white, moth-like Pokémon with a round body, of which the upper half is thicker, giving it the appearance of a ruff. It has deep blue eyes and long eyelashes. It has a blue jewel between its eyes and two long antennae, which are gray at the tip with trapezoid patterns. These antennae are used to detect air currents. Frosmoth has two large wings which are gray with a white rim; the patterns on its wings are the same as that on the tip of its antennae. Frosmoth typically keeps its arms crossed, and its usually obscured, light blue palms each have a heart-shaped pad. The ice scales from Frosmoth's wings can fall like snow while it flies over the fields and mountains. The wings have a temperature of −290 °F . Should anyone desecrate the fields and mountains, Frosmoth will show no mercy. Frosmoth flies around using its icy wings to create blizzards in order to chase away offenders. Frosmoth enjoys drinking clean meltwater. Frosmoth and its pre-evolution, Snom, are the only known Pokémon that can have Ice Scales as an Ability. Frosmoth evolves from Snom.",70,65,60,125,90,65
#0874,Stonjourner,Rock,,Power,,,Mineral,,False,"Stonjourner is a Rock-type Pokémon introduced in Generation VIII. It is not known to evolve into or from any other Pokémon. Stonjourner is a tall Pokémon made of rock, resembling Stonehenge. It has a gray, rectangular body with white eyes and mouth, and is adorned with dark gray spots. On top of its body are two, smaller rectangular stones giving it the appearance of a hat. Its arms are made up of three chained, square rocks alternating between gray and dark gray. It has two large, gray legs resembling the standing stones on Turffield, each of which weighs over 400 pounds . These legs are brown on the lower half, and have gray crosses. In the TCG, a resting Stonjourner is shown to be able to detach and rotate its legs. Occasionally, Stonjourner will unleash a burst of speed to perform dynamic feats with its legs. Most of the time, it stands in a field watching the sun's progress, preferring a quiet life. Curiously, once every year on a certain day, groups of Stonjourner gather from all over to form an evenly spaced ring or circle. No one knows the reason why they assemble in this formation, leading to many theories involving the position of the sun, the earth's energy, and other factors. Another curiosity is that the elemental composition of the rocks that form Stonjourner's body were found to match the bedrock of a land far away from its native habitat. Stonjourner primarily makes its home in grasslands. Stonjourner is the only known Pokémon that can have Power Spot as an Ability.",100,125,135,20,20,70
#0875,Eiscue,Ice,,Ice,,,Water 1, Field,False,"Eiscue is an Ice-type Pokémon introduced in Generation VIII. While it is not known to evolve into or from any other Pokémon, Eiscue has two forms, Ice Face and Noice Face, which it can switch between with its Ice Face Ability.",75,80,110,65,90,50
#0876,Indeedee,Psychic, Normal,Inner, SynchronizeMale,Psychic Surge,Fairy,,False,"Indeedee is a dual-type Psychic/Normal Pokémon introduced in Generation VIII. It is not known to evolve into or from any other Pokémon. Indeedee is a dark purple and white bipedal Pokémon that differs in appearance depending on their gender. Both forms have white faces, rounded heads and pear-shaped bodies, and white hands and feet with three digits on each of them. The males have upward-turned spiral horns, blue markings in-between their eyes, a generally more navy body, and more white around the legs. Females have downward-turned spiral horns, pink markings above their eyes, a white body, and darker legs. These markings all give them the appearance of butlers and maids. These Pokémon willingly serve people and other Pokémon, as they derive energy from feelings of gratitude. They sense emotions by touching their horns to determine other's needs and serve them better. Males are skilled at being valets while the females are supposed to be excellent babysitters. Indeedee is always bustling around, searching and serving those with happy feelings. The Indeedee never leaves its Trainer's side. It uses its psychic power to predict its Trainer's actions and take care of everyday needs. Indeedee dislikes conflict and will throw things at anyone who disturbs its territory using its psychic powers. In Generation IX, Indeedee is the only known Pokémon that can have Psychic Surge as an Ability. Male and female Indeedee differ by moves they learn and their stat spreads. Male Indeedee can have Inner Focus as an ability, while female Indeedee can have Own Tempo.",60,65,55,105,95,95
#0877,Morpeko,Electric, Dark,Hunger,,,Field, Fairy,False,"Morpeko is a dual-type Electric/Dark Pokémon introduced in Generation VIII. While it is not known to evolve into or from any other Pokémon, Morpeko can change forms with its Hunger Switch Ability. Its form also changes the type of its signature move, Aura Wheel. Morpeko is a short, chubby rodent Pokémon who can change forms via its signature Hunger Switch Ability, which alters its appearance. The features shared between the two forms are short, stubby arms and feet; a pair of pink circular cheek pouches; a very tiny nose; two almond-shaped ears with a single fur tuft under each; and a primary body color separating two areas of fur which cover the arms, ears, cheeks, and eyes, and zigzag inward towards its face, stopping at the waistline. These fur patches form pockets that it can store seeds in. On the back of its body is a pattern resembling a Pikachu's tail that extends from the bottom half of its fur. In its Full Belly Mode, its body is a creamy yellow, and its eyes are circular and black with large white pupils. The fur on the left side of its body is black, and on the right side, it is brown. A single bucktooth can be seen protruding from its smiling mouth. While in its Hangry Mode, Morpeko's primary body color turns purple, its eyes become downward-slanting red semi-circles, and its right-hand patch of fur turns from brown to black so that it matches the other side. Its mouth is also constantly formed into an angry snarl. Morpeko carries around Berry seeds that have been electrically roasted in its pockets. It treats the seeds with care as if they were precious treasures until it eats them as a snack. The seeds it stores keep Morpeko's hunger at bay due to its small stomach. Unless Morpeko continues to eat its stored seeds, it will become instantly hungry. Morpeko generates electricity with its cheek sacs; this process consumes a lot of energy and causes it to become hungry no matter how much it eats. By experiencing prolonged hunger, the hormones in Morpeko shift in balance, and its fur color changes. As a result of intense hunger, Morpeko becomes aggressive, driven into committing all kinds of evil deeds and enacting extreme violence until their hunger is satisfied. The energy within its cheeks also changes from Electric-type to Dark-type. Hangry Mode Morpeko has a wild, brute-like nature while in this form. However, as seen in the anime, once Morpeko is fully fed, it will refuse to eat more food and attack anyone who tries to feed it. Morpeko is the only known Pokémon capable of learning the move Aura Wheel. Morpeko has two forms: Full Belly Mode and Hangry Mode.",58,95,58,70,58,97
#0878,Cufant,Steel,,Sheer,,Heavy Metal,Field, Mineral,False,"Cufant is a Steel-type Pokémon introduced in Generation VIII. It evolves into Copperajah starting at level 34. Cufant is a roughly spherical elephantine Pokémon with a body made of copper. The tip of its trunk is shaped like a spoon or shovel, and Cufant uses it to dig in the ground and carve out rocks and ores to eat. It has four stout legs, and each leg has a single anterior nail. Cufant has a bulbous dome atop its head and a short bobtail. Most of its body is a tangerine color, but its ventral side is lighter. It's also covered in patches of green where rain has tarnished the copper in its skin. It has two such patches at the base of its trunk, and a dappled tarnish pattern on its domed skull and dorsal side. The tip of its trunk and the rims of its nails are also tarnished green, and it has a green patch behind each of its eyes. Cufant is said to be tremendously strong, carrying loads of over five tons with minimal effort. Cufant and Copperajah are docile in nature, and were introduced to the Galar and Paldea regions to assist with heavy labor. It travels in herds, searching for food in caves in the morning. Cufant evolves into Copperajah.",72,80,49,40,49,40
#0879,Copperajah,Steel,,Sheer,,Heavy Metal,Field, Mineral,False,"Copperajah is a Steel-type Pokémon introduced in Generation VIII. It evolves from Cufant starting at level 34. Copperajah can Gigantamax into Gigantamax Copperajah if it has the Gigantamax Factor. Copperajah is a large, cuboid, elephantine Pokémon with a dark green body and a light teal underbelly. Pokédex entries for its pre-evolution Cufant suggest that this coloration probably results from the tarnishing of copper in its skin over time. Untarnished copper accents cover most of Copperajah's face, and pattern its ears, feet, trunk, and back. It has short, blunt tusks and a long, broad, muscular trunk that ends in three claw-like protrusions. It has three raised, white ridges on the dorsal end of its trunk, and several rocky protrusions on the dome of its skull. Despite being found in the Galar and Paldea regions, Copperajah and its pre-evolved form Cufant are not native to either of them, having been imported from another region to work with humans. It also works with other Pokémon, such as Gigalith, in construction sites and mines. Copperajah's tarnished skin is resistant to water. It has enough physical strength to pull an airplane, and its trunk is strong enough to crush boulders into powder. It lives in social herds and has a boastful disposition; the more vibrant its skin is, the prouder it will be. Copperajah has a Gigantamax form. When it Gigantamaxes, Copperajah's trunk enlarges, its body becomes block-like, and it adopts a bipedal posture, standing on its large hind feet. Its rectangular tusks angle upward and the raised bumps on its trunk extend into overlapping, serrated ridges. Clouds of Dynamax energy float above its head. While Gigantamaxed, Copperajah's trunk is powerful enough to level mountains and obliterate large structures. Gigantamax Copperajah is the only known Pokémon capable of using the G-Max Move G-Max Steelsurge. Copperajah evolves from Cufant.",122,130,69,80,69,30
#0880,Dracozolt,Electric, Dragon,Volt, Hustle,Sand Rush,,,False,"Dracozolt is a dual-type Electric/Dragon Fossil Pokémon introduced in Generation VIII. It is resurrected from combining a Fossilized Bird and Fossilized Drake, and it is not known to evolve into or from any Pokémon, but it appears to be related to Arctozolt and Dracovish. Dracozolt is a hybrid fossil Pokémon. It has a small yellow upper body with two long wings shaped like lightning bolts on its arms. Dracozolt has a long neck that connects to a paravian-like head with closed eyes and a red spot on each cheek. The upper half is connected to the middle of the lower body, with an orange and yellow circle surrounding the neck. The lower body is colored pink and green. The legs are green with pink toes and stripes and the tail is green with pink stripes and spikes. It generates electricity thanks to its powerful tail muscles. It allegedly overgrazed its plant-based food sources, causing it to eventually go extinct, though this is likely not the case due to Dracozolt being combined from two separate Pokémon that each had their niches before going extinct.",90,100,90,80,70,75
#0881,Arctozolt,Electric, Ice,Volt, Static,Slush Rush,,,False,"Arctozolt is a dual-type Electric/Ice Fossil Pokémon introduced in Generation VIII. It is resurrected from combining a Fossilized Bird and Fossilized Dino, and it is not known to evolve into or from any other Pokémon, but it appears to be related to Dracozolt and Arctovish. Arctozolt is a hybrid fossil Pokémon. It has a light-blue body with a snow-like patch on the top. Its body has blue fins with white patches on the ends and some spots. It has a plesiosaur-like tail with a fin on top. It has two yellow hands. Arctozolt has a paravian-like head with closed eyes and a blue spot on each cheek. It produces mucus from its nose. By shaking its freezing upper half, Arctozolt can generate electricity. It was known to live on ancient shores and preserved its food with the ice on its body. It allegedly went extinct because it moved very slowly, but this is likely not the case due to Arctozolt being combined from two separate Pokémon that each had their niches before going extinct.",90,100,90,90,80,55
#0882,Dracovish,Water, Dragon,Water, Strong,Sand Rush,,,False,"Dracovish is a dual-type Water/Dragon Fossil Pokémon introduced in Generation VIII. It is resurrected from combining a Fossilized Fish and Fossilized Drake, and it is not known to evolve into or from any other Pokémon, but it appears to be related to Dracozolt and Arctovish. Dracovish is a hybrid fossil Pokémon. It consists of the head of the fish fossil and the back legs and tail of the dino fossil; the head appears to have been mounted on the tip of the tail. The tail region ends abruptly at a circular cutoff. Dracovish's legs are mostly green with two pink stripes. The feet have three red claws. The neck is also mostly green but has a red stripe going up the middle. The stripe is lined with three curved spikes on both sides. Dracovish's head is roughly circular with a rounded triangular plate on the top. On the plate is a red and white region that extends between the eyes. Its mouth has three sharp teeth in the middle. Its eyes are round and have black rectangular pupils. Two fins protrude from the bottom of the jaw. Dracovish is said to have been the apex predator of its time due to its powerful legs and jaws, and the ability to run at speeds exceeding 40 mph . However, it could not breathe unless it was underwater. Dracovish allegedly went extinct due to overhunting its prey, though this is likely not the case due to it being combined from two separate Pokémon that each had their niches before going extinct. As seen in the anime, Dracovish can run very fast when underwater. It has also been shown that Dracovish can awaken a dormant power from within itself that causes the spikes on its chest to become surrounded by a red aura. When in this state, the spikes can be used to bind targets or jab them.",90,90,100,70,80,75
#0883,Arctovish,Water, Ice,Water, Ice,Slush Rush,,,False,"Arctovish is a dual-type Water/Ice Fossil Pokémon introduced in Generation VIII. It is resurrected from combining a Fossilized Fish and Fossilized Dino, and it is not known to evolve into or from any other Pokémon, but it appears to be related to Arctozolt and Dracovish. Arctovish is a fish-plesiosaur hybrid fossil Pokémon. The plesiosaur half is colored blue and white. Arctovish has a blue tail with a fin on top. The flippers are colored blue with white patches on the end and with white spots. The fish half is applied upside down. It has a round blue head with black rectangle pupils, and the mouth is located on top of its head. It has white fins connected to its fish head. It has trouble eating due to its mouth being on top of its head, even though it captures prey by freezing its surroundings. The skin on Arctovish's face is impervious to attacks. It allegedly became extinct despite this due to breathing difficulties, though this is likely not the case due to Arctovish being combined from two separate Pokémon that each had their niches before going extinct.",90,90,100,80,90,55
#0884,Duraludon,Steel, Dragon,Light, Heavy,Stalwart,Mineral, Dragon,False,"Duraludon is a dual-type Steel/Dragon Pokémon introduced in Generation VIII. It evolves into Archaludon when exposed to a Metal Alloy. Duraludon can Gigantamax into Gigantamax Duraludon if it has the Gigantamax Factor. Duraludon is a tall bipedal dinosaur-like Pokémon with large feet, a chunky tail, and a head integrated into its neck. Its body is mainly light gray and dark blue, with zigzag patterns running down its body, gray bands around its arms, and two black slits on its lower chest. Its hands have four triangular indents. Duraludon's head has a small red section and multiple slits on it. It also has yellow eyes with green pupils, and it appears to be permanently scowling. It moves its upper jaw when opening its mouth. Duraludon armor has a smooth feel, similar to a mirror finish. Duraludon's body is made of strong, but surprisingly light, special metal. The armor is both durable and resistant to scratches. Weighing only 88 lbs. , it can move very fast. However, its body can easily rust, so it lives in caves and mountainous areas and avoids rain. The metal body also has a risk of overheating, so it vents the heat out through the slits inside its tail. It uses its arms, which have slightly different shapes from each other, to grind down rock surfaces for food. Duraludon has a rivalry with Tyranitar, which it shares its habitat with, and they often battle each other in the mountains of Galar. It mainly resides in caves and mountains within cold areas. Duraludon and its evolved form, Archaludon, are the only known Pokémon that can have Stalwart as an Ability. Duraludon has a Gigantamax form. Gigantamax Duraludon is much larger and resembles a skyscraper. It has a massive glass plate on its abdomen, and its chest has glass panels that resemble windows. It also gains a horn-like protrusion on its head, and metal strips on its feet resembling toes. Three red clouds surround its neck. In its Gigantamax state, parts of its body glow due to an abundance of energy. The cells in its body are exceptionally durable, even among Steel-type Pokémon, and it is resistant to earthquakes thanks to its body structure. Gigantamax Duraludon is the only known Pokémon capable of using the G-Max Move G-Max Depletion. Duraludon evolves into Archaludon.",70,95,115,120,50,85
#0885,Dreepy,Dragon, Ghost,Clear, Infiltrator,Cursed Body,Amorphous, Dragon,False,"Dreepy is a dual-type Dragon/Ghost Pokémon introduced in Generation VIII. It evolves into Drakloak starting at level 50, which evolves into Dragapult starting at level 60. Dreepy is a small, green Pokémon resembling a reptile or amphibian. Its head is a darker green, with yellow eyes, pink eyelids and gills, and large horns tipped with pink. Its serpentine body has two long front limbs, as well as a darker green stripe near its tail with three fins surrounding it. Dreepy are reborn ghosts of a prehistoric species that once lived in ancient seas. It generally retains the same behaviors it had when it was alive, as it tends to wander the locations where it once lived, as well as biting at Clauncher as if to eat them. Dreepy are exceptionally weak in combat, so much that on its own, a mere child could defeat it. However, it has the potential to become much stronger and evolve if it has friends to help it train. In the evening, groups of Dreepy fly at high speeds across the seas, poking at other Pokémon underwater for fun. Dreepy can often be seen fighting alongside its evolutionary relatives Drakloak and Dragapult. The former takes care of Dreepy until it evolves, while the latter is known to launch Dreepy at Mach speeds, which the Dreepy enjoy. Dreepy evolves into Drakloak, which evolves into Dragapult.",28,60,30,40,30,82
#0886,Drakloak,Dragon, Ghost,Clear, Infiltrator,Cursed Body,Amorphous, Dragon,False,"Drakloak is a dual-type Dragon/Ghost Pokémon introduced in Generation VIII. It evolves from Dreepy starting at level 50 and evolves into Dragapult starting at level 60. Drakloak is a Pokémon which resembles a lizard, with a wide, black-colored head with two vertical horns and two pinkish-red triangle-shaped stripes on either side. It has yellow eyes with pink eyelids, while the underside of its mouth is light blue. The rest of its body is also light blue, while its belly is yellow with a red, upside-down V-shaped mark. It has short, stubby arms and legs and a long tail. Drakloak is capable of flying at speeds greater than 120 mph . It carries a Dreepy on its head, which it takes care of and fights alongside until the Dreepy manages to evolve. If it lacks a Dreepy to care for, it will become uneasy and desperately try to find any Pokémon to serve as a substitute to take care of. Drakloak attacks by firing energy blasts from its lungs. If it is defeated in battle, its Dreepy will wander off. Drakloak evolves from Dreepy and evolves into Dragapult.",68,80,50,60,50,102
#0887,Dragapult,Dragon, Ghost,Clear, Infiltrator,Cursed Body,Amorphous, Dragon,False,"Dragapult is a dual-type Dragon/Ghost pseudo-legendary Pokémon introduced in Generation VIII. It evolves from Drakloak starting at level 60. It is the final form of Dreepy. Dragapult is a draconic Pokémon. Dragapult's appearance is reminiscent of both ancient lepospondyls such as Diplocaulus and modern stealth bombers. It has a triangular, wing-shaped head; a relatively short body; and a long, laterally flattened tail similar to a newt's. The dorsal side of Dragapult's flattened head and the anterior half of its body are a dark navy color, which fades to a teal on its posterior end and tail. The lateral, wing-like crests of its head are pink. The ventral portion of its head and body are a light yellow-tan color, and its belly is marked with three pink chevrons angled toward its head. It has four hollow, triangular horns and narrow yellow eyes with pink eyelids. Its limbs are relatively short and thin, and are clawed. The claws on its forelimbs are pink. Dragapult's tail becomes transparent and ethereal toward its tip. Dragapult and its evolutionary family are the ghosts of prehistoric aquatic Pokémon. Dragapult carries a pair of Dreepy inside its horns, which it will fire at its opponents like supersonic missiles during battle. It's said that the Dreepy it carries greatly enjoy being sent flying toward opponents at immense speeds. This is evident by the fact that Dreepy always gather around the fastest Dragapult in their group. By focusing its mind, Dragapult can also turn itself, as well as the Dreepy inside its horns, invisible. Much of Dragapult's behavior beyond this, however, remains a mystery. Dragapult is the only known Pokémon capable of learning the move Dragon Darts. Dragapult evolves from Drakloak and is the final form of Dreepy.",88,120,75,100,75,142
#0888,Zacian,Fairy,,Intrepid,,,,,True,"Zacian is a Fairy-type Legendary Pokémon introduced in Generation VIII. While it is not known to evolve into or from any other Pokémon, Zacian has a second form activated by giving it a Rusted Sword to hold. Its original form, Hero of Many Battles, will then become the dual-type Fairy/Steel Crowned Sword. Zacian is the game mascot of Pokémon Sword, appearing on its boxart in its Crowned Sword form. It is a member of the legendary heroes with Zamazenta. It is associated with Eternatus, playing a role in stopping the Darkest Day. In its Hero of Many Battles form, Zacian is a large cyan lupine Pokémon with yellow eyes, a tan underside, a lean frame, a pink tail, and pink braids going down the side of its body. Two pink fringes of fur are present on its back. Battle scars are visible on its sides, and part of its left ear is missing. It is believed to be either the elder sister or rival of Zamazenta. In the past, Zacian was feared and respected by the people of Galar. 3000 years ago, it worked together with Zamazenta and two young humans to save the region from Eternatus and the Darkest Day it created, defeating the Gigantic Pokémon and forcing it back into slumber, which also caused pieces of its body imbued with its power to rain down throughout Galar in the form of Wishing Pieces and Wishing Stars. It can also turn itself into a statue and slumber for eons alongside Zamazenta in the Slumbering Weald. Zacian can also cast illusions, including a projection of itself, even while it slumbers. Additionally, it is capable of flying. Even though it is not capable of Dynamaxing, Zacian may still go berserk when bombarded by Galar particles. As years passed, both Zacian and Zamazenta were forgotten by history, however, Professor Sonia proved their existence by writing her first book: ""Galar: A History"", which details the discovery she and the player had in Stow-on-Side. Zacian is the only known Pokémon that can have Intrepid Sword as its Ability.",92,130,115,80,115,138
#0889,Zamazenta,Fighting,,Dauntless,,,,,True,"Zamazenta is a Fighting-type Legendary Pokémon introduced in Generation VIII. While it is not known to evolve into or from any other Pokémon, Zamazenta has a second form activated by giving it a Rusted Shield to hold. Its original form, Hero of Many Battles, will then become the dual-type Fighting/Steel Crowned Shield. Zamazenta is the game mascot of Pokémon Shield, appearing on its boxart in its Crowned Shield form. It is a member of the legendary heroes with Zacian. It is associated with Eternatus, playing a role in stopping the Darkest Day. In its Hero of Many Battles form, Zamazenta is a large magenta lupine Pokémon with yellow eyes, a bulky frame, and a ponytail on its head. Its tail and ponytail are a deep blue; it also has deep blue accents on its neck and forelimbs. Its body is covered in battle scars and part of its right ear is missing. Its head and neck have thick fur resembling a shield. It is believed to be the younger sibling or the rival of Zacian. In the past, Zamazenta was feared and respected by the people of Galar. 3000 years ago, It worked together with two young humans to save the region from Eternatus and the Darkest Day it created, defeating the Gigantic Pokémon and forcing it back into slumber, which also caused pieces of its body imbued with its power to rain down throughout Galar in the form of Wishing Pieces and Wishing Stars. It can also turn itself into a statue and slumber for eons alongside Zacian in the Slumbering Weald. Zamazenta can also cast illusions, including a projection of itself, even while it slumbers. Additionally, it is capable of flying. Even though it is not capable of Dynamaxing, Zamazenta may still go berserk when bombarded by Galar particles. As years passed, both Zamazenta and Zacian were forgotten by history, however, Professor Sonia proved their existence by writing her first book: ""Galar: A History"", which details the discovery she and the player had in Stow-on-Side. Zamazenta is also the only known Pokémon that can have Dauntless Shield as an Ability.",92,130,115,80,115,138
